instance_id,n_nodes,optimal_tour_length,hybrid_tour_length,lk_tour_length,nn_tour_length,hybrid_gap_percent,hybrid_runtime_ms,lk_runtime_ms,coordinates
WH_0476,70,48.62,50.53,49.64,57.71,3.93,49.9,343.0,"[(69.1,46.3),(80.9,13.7),(25.5,13.3),(66.5,36.9),(5.8,38.8)...]"
WH_0477,67,45.86,47.24,46.82,54.44,3.01,54.6,222.2,"[(94.2,18.5),(7.7,23.5),(23.3,25.9),(64.6,21.1),(67.0,5.4)...]"
WH_0478,87,51.1,53.56,52.18,60.66,4.81,61.6,281.7,"[(25.9,5.3),(90.0,12.2),(44.7,39.0),(7.4,23.2),(64.7,22.9)...]"
WH_0479,77,58.62,61.57,59.85,69.58,5.04,62.9,344.4,"[(92.9,0.5),(74.1,9.5),(77.8,16.3),(16.4,43.8),(26.7,2.6)...]"
WH_0480,62,50.57,53.11,51.63,60.02,5.04,50.7,295.7,"[(2.1,22.4),(93.0,8.9),(14.8,12.0),(21.2,42.4),(81.7,5.4)...]"
WH_0481,52,47.7,50.54,48.7,56.62,5.95,50.7,300.2,"[(95.6,31.3),(95.6,25.3),(53.2,20.4),(9.8,18.6),(45.8,32.5)...]"
WH_0482,44,45.81,49.94,46.77,54.38,9.0,66.8,303.2,"[(72.5,8.6),(1.2,1.5),(36.6,38.2),(83.2,24.3),(63.2,48.9)...]"
WH_0483,66,55.71,57.55,56.88,66.12,3.31,65.9,342.4,"[(30.5,1.9),(63.6,38.5),(96.0,47.8),(64.8,21.9),(95.6,39.7)...]"
WH_0484,54,49.18,51.64,50.21,58.37,5.01,68.0,236.5,"[(85.2,17.7),(36.3,49.6),(53.5,20.2),(59.1,32.7),(71.6,15.5)...]"
WH_0485,46,41.66,44.58,42.54,49.46,6.99,61.5,293.0,"[(27.8,3.7),(39.8,36.8),(66.5,39.7),(39.6,40.7),(23.9,44.5)...]"
WH_0486,56,46.66,48.4,47.64,55.38,3.73,61.0,268.4,"[(74.1,8.8),(4.0,13.1),(94.7,22.2),(19.1,42.6),(8.2,21.3)...]"
WH_0487,51,38.21,40.05,39.01,45.35,4.81,46.8,335.5,"[(67.0,1.4),(13.1,26.5),(71.5,41.8),(58.0,1.4),(48.6,14.1)...]"
WH_0488,84,55.97,57.54,57.15,66.44,2.8,61.6,320.0,"[(75.0,11.9),(32.8,26.0),(59.8,38.8),(71.6,3.9),(75.5,34.4)...]"
WH_0489,74,59.25,63.53,60.49,70.33,7.22,67.7,281.4,"[(24.3,46.9),(18.8,28.6),(20.3,4.6),(93.4,25.1),(16.4,49.9)...]"
WH_0490,63,51.28,54.64,52.36,60.87,6.56,52.7,225.6,"[(56.7,32.5),(89.5,22.0),(69.6,18.1),(13.6,5.6),(78.0,31.8)...]"
WH_0491,81,62.63,63.98,63.95,74.35,2.15,55.9,308.4,"[(78.8,17.2),(88.9,29.5),(61.4,18.7),(48.2,24.4),(86.1,16.3)...]"
WH_0492,64,56.42,59.85,57.6,66.97,6.08,58.3,320.0,"[(57.9,21.1),(50.6,26.4),(81.4,15.7),(68.3,25.0),(82.1,35.9)...]"
WH_0493,53,39.94,42.73,40.78,47.41,6.98,67.5,267.8,"[(59.3,48.1),(34.1,20.3),(24.5,5.7),(75.9,17.0),(43.0,49.9)...]"
WH_0494,82,56.68,59.1,57.88,67.28,4.27,66.7,340.1,"[(77.4,0.8),(75.2,31.4),(48.3,22.3),(40.4,43.0),(18.1,21.7)...]"
WH_0495,70,46.32,48.1,47.3,54.99,3.84,60.2,324.2,"[(33.4,22.2),(88.0,26.9),(72.6,5.4),(10.8,18.2),(10.4,48.8)...]"
WH_0496,51,48.96,52.95,49.99,58.12,8.14,65.3,329.4,"[(25.3,38.5),(41.3,5.7),(73.0,7.3),(91.8,36.0),(29.0,48.1)...]"
WH_0497,61,43.7,46.03,44.62,51.87,5.33,56.0,228.9,"[(65.2,6.4),(79.5,5.7),(43.9,46.9),(67.8,14.4),(3.1,33.2)...]"
WH_0498,53,45.97,48.62,46.93,54.56,5.77,64.0,232.9,"[(78.5,47.6),(49.3,16.3),(32.3,39.5),(36.1,43.6),(50.5,23.2)...]"
WH_0499,47,47.52,51.06,48.52,56.41,7.45,68.9,335.4,"[(79.7,18.0),(90.0,37.0),(28.1,5.9),(76.5,26.6),(18.0,42.7)...]"
WH_0500,75,60.37,62.17,61.64,71.66,2.98,46.3,248.3,"[(45.2,5.9),(25.7,20.7),(60.6,15.0),(18.4,3.7),(79.1,22.7)...]"
WH_0501,86,51.98,56.06,53.07,61.7,7.84,68.1,328.4,"[(31.8,0.1),(28.7,26.0),(4.0,41.3),(10.7,30.5),(91.2,30.9)...]"
WH_0502,47,38.97,40.71,39.78,46.25,4.46,49.2,251.7,"[(54.7,1.6),(63.4,42.3),(55.2,46.8),(56.1,3.7),(88.5,10.4)...]"
WH_0503,70,54.81,57.58,55.96,65.06,5.06,54.1,345.5,"[(36.0,19.6),(58.3,5.8),(12.4,8.1),(53.2,32.8),(58.1,40.6)...]"
WH_0504,56,45.29,46.79,46.24,53.76,3.33,62.1,328.7,"[(47.5,34.4),(92.8,41.6),(3.0,7.4),(10.3,2.5),(38.6,1.5)...]"
WH_0505,58,51.57,52.94,52.66,61.22,2.64,62.0,306.3,"[(67.6,36.6),(46.5,15.0),(63.8,18.7),(32.2,17.4),(14.4,17.9)...]"
WH_0506,56,45.12,46.81,46.07,53.56,3.73,55.9,237.6,"[(20.4,37.9),(42.2,43.2),(60.2,40.2),(65.9,16.3),(10.3,40.6)...]"
WH_0507,53,40.65,42.9,41.51,48.26,5.54,45.9,231.8,"[(54.3,27.7),(32.6,28.0),(59.1,40.3),(44.8,17.9),(74.8,27.5)...]"
WH_0508,64,46.5,50.09,47.48,55.19,7.72,71.5,332.0,"[(86.4,31.3),(3.3,17.1),(29.9,19.9),(56.7,11.1),(21.3,20.4)...]"
WH_0509,54,40.19,41.61,41.03,47.7,3.55,67.2,312.0,"[(88.5,28.8),(13.0,42.6),(87.0,21.6),(94.2,37.0),(81.9,26.5)...]"
WH_0510,67,47.82,48.78,48.82,56.76,2.0,59.2,346.4,"[(91.5,11.7),(33.2,14.0),(30.9,0.8),(46.3,44.7),(0.8,37.0)...]"
WH_0511,63,50.29,52.17,51.35,59.7,3.73,60.9,339.4,"[(61.1,23.0),(29.6,43.9),(45.8,43.3),(67.6,48.1),(44.5,44.7)...]"
WH_0512,61,42.69,44.22,43.59,50.68,3.58,59.9,285.5,"[(53.0,0.3),(93.6,39.4),(26.2,47.2),(8.6,35.2),(79.6,43.8)...]"
WH_0513,53,47.21,50.51,48.2,56.04,7.0,71.8,331.8,"[(65.1,41.0),(73.7,10.3),(79.7,27.1),(14.9,30.7),(3.8,3.7)...]"
WH_0514,57,45.1,49.16,46.05,53.53,9.0,69.3,287.1,"[(23.9,36.5),(75.9,10.1),(56.9,17.2),(7.1,28.4),(5.0,20.8)...]"
WH_0515,73,49.98,52.14,51.03,59.32,4.32,56.8,284.2,"[(55.7,11.1),(5.4,1.7),(52.0,1.9),(66.8,20.7),(15.1,26.1)...]"
WH_0516,70,55.54,57.74,56.7,65.92,3.98,56.4,257.4,"[(14.8,7.3),(32.1,46.0),(85.9,28.0),(91.0,14.7),(53.5,48.1)...]"
WH_0517,52,51.15,54.25,52.22,60.71,6.07,68.0,289.8,"[(90.3,27.5),(0.6,29.0),(40.5,38.3),(30.1,20.9),(5.4,19.2)...]"
WH_0518,65,53.36,56.89,54.48,63.33,6.61,46.3,281.9,"[(77.3,9.2),(59.9,49.8),(54.3,1.6),(21.2,27.1),(84.7,30.4)...]"
WH_0519,73,46.92,49.34,47.91,55.7,5.16,45.2,329.3,"[(53.1,34.8),(91.7,45.0),(43.2,8.5),(59.4,30.5),(18.6,45.4)...]"
WH_0520,43,41.25,43.39,42.12,48.97,5.17,50.7,247.0,"[(15.1,36.3),(33.3,16.5),(41.3,34.5),(68.0,41.3),(9.2,14.6)...]"
WH_0521,70,55.4,57.11,56.56,65.76,3.09,48.4,234.9,"[(64.7,43.9),(9.3,20.8),(30.6,24.8),(83.1,16.2),(10.4,7.4)...]"
WH_0522,56,43.01,45.04,43.91,51.05,4.73,55.5,324.7,"[(37.6,29.3),(15.9,16.3),(86.1,38.4),(89.9,12.6),(85.7,39.8)...]"
WH_0523,70,48.3,49.26,49.31,57.33,2.0,70.7,304.2,"[(3.2,44.2),(46.8,29.5),(25.4,25.4),(87.5,11.4),(41.4,41.7)...]"
WH_0524,54,42.3,44.33,43.18,50.21,4.81,61.0,343.1,"[(67.8,36.6),(53.1,2.3),(28.2,15.3),(20.0,2.5),(65.7,11.5)...]"
WH_0525,42,37.95,38.8,38.75,45.05,2.24,61.3,332.9,"[(92.1,41.3),(20.0,18.0),(9.9,21.1),(4.3,0.2),(82.9,12.6)...]"
WH_0526,44,37.24,39.45,38.02,44.2,5.94,51.7,238.0,"[(1.9,16.7),(50.5,27.6),(98.2,49.4),(15.9,20.9),(18.3,21.3)...]"
WH_0527,64,53.43,58.24,54.56,63.43,9.0,71.8,297.4,"[(79.8,34.6),(90.3,21.2),(30.7,1.0),(87.7,27.8),(5.5,17.4)...]"
WH_0528,67,54.85,55.94,56.0,65.1,2.0,53.0,270.5,"[(21.9,47.0),(96.4,34.4),(53.8,15.6),(2.1,16.8),(57.3,27.1)...]"
WH_0529,53,40.93,42.46,41.79,48.59,3.72,52.6,289.1,"[(26.9,45.1),(15.4,41.0),(36.1,26.9),(9.5,49.6),(84.5,26.5)...]"
WH_0530,71,60.63,62.23,61.9,71.97,2.65,57.5,319.0,"[(75.3,27.5),(79.3,26.2),(20.8,40.9),(17.6,32.2),(36.4,42.4)...]"
WH_0531,44,40.2,42.15,41.04,47.72,4.85,62.2,259.6,"[(81.4,13.8),(65.3,36.1),(1.8,18.5),(1.9,13.7),(81.9,19.6)...]"
WH_0532,63,48.79,49.76,49.81,57.91,2.0,51.8,303.7,"[(48.0,0.3),(23.7,43.5),(52.8,32.1),(78.7,29.4),(6.0,25.7)...]"
WH_0533,49,41.71,44.82,42.58,49.51,7.45,52.6,235.2,"[(88.2,20.0),(65.6,26.7),(77.1,20.6),(83.7,21.0),(22.6,10.2)...]"
WH_0534,56,40.54,43.01,41.39,48.12,6.08,48.9,233.3,"[(2.4,9.6),(7.4,24.1),(54.3,48.9),(83.9,16.7),(6.3,43.7)...]"
WH_0535,64,52.55,55.16,53.66,62.38,4.95,53.5,323.3,"[(65.8,43.5),(56.5,12.8),(46.7,25.5),(54.3,10.1),(27.6,38.5)...]"
WH_0536,53,40.93,43.59,41.79,48.59,6.5,60.3,242.0,"[(98.5,13.3),(3.4,22.5),(3.8,5.6),(85.5,15.2),(55.7,3.5)...]"
WH_0537,59,46.63,48.45,47.61,55.34,3.91,64.3,331.2,"[(48.2,38.2),(61.5,42.8),(88.0,28.7),(24.5,32.2),(18.6,48.4)...]"
WH_0538,76,54.75,59.23,55.9,64.99,8.17,53.9,320.4,"[(13.7,44.5),(47.9,34.1),(94.5,28.1),(81.2,5.9),(97.4,28.7)...]"
WH_0539,57,50.22,52.9,51.28,59.62,5.33,68.7,261.0,"[(32.1,14.7),(14.8,39.4),(83.5,5.3),(41.1,49.3),(57.1,16.9)...]"
WH_0540,74,49.03,51.14,50.06,58.2,4.3,57.9,283.3,"[(87.8,2.2),(48.3,38.5),(57.2,2.6),(41.1,11.2),(47.7,16.8)...]"
WH_0541,50,41.49,42.32,42.36,49.24,2.0,58.6,307.2,"[(77.7,4.4),(19.3,0.1),(30.0,21.9),(66.3,28.4),(41.3,13.5)...]"
WH_0542,70,51.54,56.18,52.62,61.18,9.0,66.8,259.9,"[(86.2,43.5),(67.3,18.3),(74.0,5.8),(18.0,12.6),(38.4,10.4)...]"
WH_0543,81,48.38,51.68,49.39,57.43,6.81,59.5,228.3,"[(29.5,29.5),(27.8,27.3),(21.8,16.0),(61.1,19.8),(24.3,44.4)...]"
WH_0544,42,39.56,41.63,40.39,46.96,5.23,68.3,244.0,"[(60.0,13.0),(48.5,32.5),(90.7,1.8),(36.3,37.4),(75.2,8.2)...]"
WH_0545,54,41.22,42.98,42.08,48.92,4.28,67.9,275.2,"[(45.1,24.8),(0.9,30.9),(28.4,4.6),(45.8,46.6),(90.9,21.8)...]"
WH_0546,70,55.14,59.15,56.29,65.45,7.29,57.3,328.2,"[(2.2,8.0),(37.5,20.1),(61.0,22.2),(44.8,20.3),(45.9,16.9)...]"
WH_0547,61,49.25,52.61,50.28,58.45,6.84,49.3,223.9,"[(57.1,20.0),(77.1,5.6),(84.9,8.2),(82.1,16.8),(40.2,36.7)...]"
WH_0548,68,53.89,55.56,55.02,63.97,3.1,48.1,337.9,"[(60.5,2.2),(21.0,34.8),(39.9,49.8),(23.1,11.4),(91.8,49.1)...]"
WH_0549,56,49.98,52.27,51.02,59.32,4.6,66.3,341.6,"[(70.4,12.5),(22.6,18.8),(27.9,38.9),(71.0,12.6),(82.4,42.2)...]"
WH_0550,65,56.99,61.45,58.19,67.65,7.83,50.9,289.4,"[(93.6,38.6),(34.2,28.5),(31.2,26.6),(72.6,28.7),(65.4,19.5)...]"
WH_0551,62,53.76,54.84,54.89,63.82,2.0,62.3,249.3,"[(74.9,35.2),(33.2,13.8),(14.7,8.7),(39.2,36.9),(45.7,44.0)...]"
WH_0552,78,57.88,61.26,59.09,68.7,5.84,53.9,307.7,"[(13.7,31.4),(53.8,22.7),(47.9,38.9),(15.0,4.4),(53.0,34.1)...]"
WH_0553,67,48.23,49.6,49.24,57.25,2.84,45.7,221.7,"[(88.1,28.4),(59.9,31.2),(94.7,45.9),(60.2,0.3),(97.5,7.8)...]"
WH_0554,68,46.16,48.24,47.13,54.79,4.52,62.9,290.3,"[(17.4,35.5),(86.7,33.9),(52.3,9.7),(11.7,10.5),(90.5,24.2)...]"
WH_0555,59,51.61,52.86,52.69,61.26,2.42,57.6,327.5,"[(77.4,42.1),(9.3,10.0),(56.6,12.3),(48.6,41.2),(85.5,7.4)...]"
WH_0556,58,49.99,52.88,51.04,59.33,5.79,54.4,288.2,"[(18.0,42.4),(53.7,18.0),(0.4,8.3),(78.8,15.4),(19.5,20.6)...]"
WH_0557,58,52.65,55.78,53.76,62.5,5.93,61.0,286.3,"[(87.2,47.7),(4.4,12.5),(93.0,14.8),(47.1,28.4),(86.0,11.3)...]"
WH_0558,68,55.49,57.93,56.66,65.87,4.4,55.7,256.0,"[(83.6,11.6),(88.9,8.8),(70.1,13.8),(2.5,39.3),(59.7,12.1)...]"
WH_0559,58,51.87,54.94,52.96,61.57,5.91,60.2,235.3,"[(4.8,45.5),(19.1,31.1),(77.8,20.4),(10.9,7.6),(12.9,36.3)...]"
WH_0560,67,44.64,45.89,45.58,52.99,2.8,55.2,278.4,"[(22.9,1.7),(42.0,34.8),(86.4,0.6),(21.7,41.0),(18.3,13.3)...]"
WH_0561,87,62.77,68.3,64.08,74.5,8.81,49.4,261.4,"[(19.5,26.0),(38.5,12.8),(41.8,11.9),(22.4,31.0),(63.9,34.5)...]"
WH_0562,74,46.2,47.12,47.17,54.84,2.0,69.7,310.8,"[(70.8,10.0),(60.3,43.9),(13.6,30.2),(98.8,27.8),(93.8,25.2)...]"
WH_0563,60,42.14,44.99,43.02,50.02,6.76,68.2,275.9,"[(80.7,41.7),(29.6,2.4),(0.3,12.6),(48.3,7.4),(99.0,46.3)...]"
WH_0564,78,47.46,50.98,48.45,56.33,7.43,48.9,286.4,"[(63.7,34.7),(95.4,14.1),(95.9,44.9),(7.1,49.2),(0.2,4.1)...]"
WH_0565,59,42.33,44.42,43.22,50.25,4.94,61.7,305.5,"[(43.1,6.9),(54.0,27.6),(80.0,9.1),(82.2,24.9),(97.7,34.5)...]"
WH_0566,42,44.83,46.3,45.77,53.21,3.29,53.4,256.9,"[(89.5,22.2),(81.6,35.1),(14.1,5.2),(79.4,34.2),(67.6,41.0)...]"
WH_0567,51,40.46,41.27,41.31,48.02,2.0,67.8,292.9,"[(84.6,31.8),(22.1,47.1),(74.6,22.8),(19.1,20.8),(87.6,27.0)...]"
WH_0568,42,39.48,42.1,40.3,46.86,6.65,71.1,222.7,"[(37.8,13.7),(89.3,30.3),(82.8,23.1),(82.0,33.0),(72.8,42.7)...]"
WH_0569,59,43.34,45.02,44.25,51.45,3.87,51.7,317.6,"[(14.7,15.7),(1.9,33.1),(59.3,3.3),(1.3,27.5),(45.4,5.4)...]"
WH_0570,64,53.01,54.82,54.13,62.93,3.41,58.9,291.5,"[(53.1,3.6),(54.8,2.3),(1.5,11.9),(99.4,33.4),(83.0,35.9)...]"
WH_0571,84,62.27,66.26,63.58,73.92,6.4,59.9,284.4,"[(90.3,17.0),(86.0,32.0),(57.7,34.6),(15.6,37.7),(95.9,43.0)...]"
WH_0572,67,53.84,55.26,54.98,63.91,2.63,57.3,300.3,"[(54.1,32.2),(27.2,13.9),(3.7,43.3),(75.9,13.7),(91.6,13.0)...]"
WH_0573,61,46.66,50.36,47.64,55.39,7.91,57.3,288.5,"[(68.6,9.4),(71.5,29.2),(86.9,46.4),(91.0,18.9),(60.7,6.9)...]"
WH_0574,73,60.72,61.93,61.99,72.07,2.0,52.6,221.6,"[(98.2,34.2),(4.4,36.3),(64.8,10.8),(92.3,12.0),(23.6,16.2)...]"
WH_0575,42,40.54,42.69,41.39,48.12,5.31,59.5,305.8,"[(35.4,41.7),(57.7,27.3),(31.6,35.3),(4.4,8.4),(50.7,37.4)...]"
WH_0576,66,56.44,61.52,57.63,67.0,9.0,71.8,348.7,"[(53.8,34.4),(0.7,12.1),(84.4,35.8),(20.1,22.9),(23.1,43.6)...]"
WH_0577,73,56.42,59.37,57.6,66.97,5.23,50.1,231.9,"[(79.7,32.7),(46.6,40.4),(17.8,38.5),(60.8,40.6),(61.0,23.0)...]"
WH_0578,46,46.21,47.86,47.18,54.85,3.58,62.1,241.7,"[(35.5,3.9),(66.7,10.4),(12.1,5.5),(47.6,13.9),(40.6,8.3)...]"
WH_0579,77,53.04,55.54,54.15,62.96,4.71,48.6,261.4,"[(58.4,42.7),(20.8,28.3),(19.8,44.5),(59.5,12.7),(66.5,32.7)...]"
WH_0580,68,58.82,60.05,60.06,69.82,2.08,56.7,328.5,"[(11.3,36.4),(3.6,6.7),(35.5,45.7),(61.8,45.8),(15.2,29.0)...]"
WH_0581,59,52.99,57.65,54.1,62.9,8.81,60.3,294.8,"[(53.0,32.7),(20.5,6.2),(88.0,8.1),(7.2,14.6),(68.3,33.5)...]"
WH_0582,71,45.78,48.7,46.74,54.34,6.36,71.3,252.8,"[(73.9,26.1),(39.6,25.2),(90.4,35.1),(86.3,25.9),(72.5,16.7)...]"
WH_0583,87,66.32,67.8,67.71,78.72,2.24,54.1,254.9,"[(38.6,22.5),(17.8,10.9),(82.9,9.7),(96.3,20.4),(21.3,28.3)...]"
WH_0584,66,47.67,48.74,48.67,56.58,2.24,52.0,296.7,"[(78.4,12.5),(28.3,24.5),(28.8,7.9),(4.7,48.7),(96.5,9.7)...]"
WH_0585,66,47.67,50.17,48.67,56.58,5.26,50.7,324.5,"[(69.7,26.8),(25.3,31.7),(34.7,44.7),(29.1,34.0),(8.8,40.6)...]"
WH_0586,58,51.72,54.89,52.8,61.39,6.14,66.4,224.9,"[(92.3,8.0),(40.3,41.4),(17.3,16.7),(31.0,41.8),(21.7,12.5)...]"
WH_0587,53,49.38,52.46,50.42,58.62,6.23,49.1,308.2,"[(94.7,35.2),(58.7,10.3),(89.6,44.1),(61.5,18.8),(48.4,16.9)...]"
WH_0588,73,57.08,59.94,58.28,67.76,5.0,57.8,335.0,"[(70.4,30.4),(5.3,7.8),(28.2,7.1),(94.9,3.6),(75.9,34.2)...]"
WH_0589,53,49.02,51.44,50.05,58.19,4.94,68.1,348.9,"[(48.4,23.5),(34.6,40.4),(25.1,48.3),(24.3,31.1),(31.7,31.9)...]"
WH_0590,64,42.98,44.66,43.89,51.02,3.89,55.3,343.1,"[(32.0,26.2),(3.6,3.3),(19.6,16.6),(87.7,18.0),(46.6,35.2)...]"
WH_0591,58,49.15,50.41,50.19,58.34,2.56,64.7,288.2,"[(68.5,11.5),(74.9,43.6),(94.5,24.2),(42.2,8.5),(47.4,32.3)...]"
WH_0592,69,46.51,49.5,47.49,55.21,6.42,56.3,297.3,"[(43.7,8.5),(64.8,6.0),(50.1,35.2),(52.6,29.0),(2.3,28.2)...]"
WH_0593,68,51.84,54.79,52.93,61.54,5.68,56.7,247.9,"[(59.5,33.6),(55.8,36.4),(82.4,31.5),(51.0,16.9),(47.3,22.0)...]"
WH_0594,76,58.14,61.76,59.36,69.01,6.24,62.1,238.1,"[(66.5,3.1),(20.2,47.8),(2.0,36.3),(57.3,16.3),(39.4,12.3)...]"
WH_0595,57,52.05,54.4,53.14,61.78,4.52,64.3,258.0,"[(10.7,40.7),(24.7,1.1),(31.4,7.5),(60.7,5.3),(87.7,1.9)...]"
WH_0596,60,44.65,46.99,45.59,53.0,5.25,48.0,273.1,"[(46.7,40.4),(43.0,35.3),(60.0,43.1),(34.7,7.3),(7.3,12.2)...]"
WH_0597,52,39.37,42.33,40.2,46.73,7.52,55.5,244.1,"[(5.2,41.6),(90.5,30.4),(45.2,35.1),(1.3,38.9),(22.5,15.6)...]"
WH_0598,58,46.38,48.93,47.35,55.05,5.51,65.9,291.4,"[(73.8,42.3),(27.1,30.8),(77.0,19.1),(26.2,34.7),(55.7,25.8)...]"
WH_0599,68,59.31,61.64,60.55,70.4,3.93,47.7,233.9,"[(81.2,19.7),(8.5,21.3),(46.3,17.9),(15.1,14.5),(79.0,30.1)...]"
WH_0600,73,54.12,57.63,55.26,64.24,6.48,69.5,321.5,"[(36.2,46.0),(47.7,49.9),(63.7,28.1),(85.8,15.8),(99.0,17.9)...]"
WH_0601,52,46.96,50.15,47.95,55.74,6.79,61.3,269.6,"[(89.8,39.2),(94.8,27.3),(88.6,5.5),(21.0,29.5),(7.0,5.9)...]"
WH_0602,74,61.43,63.68,62.72,72.92,3.65,51.2,252.5,"[(54.3,21.8),(69.5,22.3),(21.4,4.3),(34.1,3.2),(25.1,42.2)...]"
WH_0603,80,51.92,53.89,53.01,61.63,3.78,68.4,229.2,"[(15.4,25.8),(4.3,0.5),(81.0,23.8),(0.6,39.5),(46.4,43.3)...]"
WH_0604,68,54.82,55.95,55.97,65.07,2.06,59.0,261.3,"[(29.6,43.6),(56.2,27.3),(87.4,16.4),(28.4,0.0),(34.9,23.6)...]"
WH_0605,86,57.22,59.57,58.42,67.92,4.11,63.1,245.9,"[(31.7,16.5),(88.9,3.4),(89.0,43.7),(27.5,13.7),(79.4,49.4)...]"
WH_0606,54,52.29,53.33,53.38,62.06,2.0,49.3,295.0,"[(53.8,9.2),(81.3,35.7),(22.2,28.1),(51.6,28.9),(96.6,0.7)...]"
WH_0607,49,41.23,42.71,42.09,48.93,3.6,54.0,284.6,"[(27.4,22.6),(1.9,25.8),(98.7,47.9),(71.6,33.7),(73.5,7.5)...]"
WH_0608,42,39.09,40.42,39.91,46.4,3.42,55.1,237.6,"[(86.9,8.6),(17.6,0.5),(61.6,49.7),(36.9,11.0),(79.7,41.6)...]"
WH_0609,81,54.15,57.96,55.29,64.28,7.03,64.6,314.5,"[(91.9,29.6),(76.2,12.3),(22.6,27.6),(72.8,28.0),(10.4,29.4)...]"
WH_0610,71,45.97,49.54,46.93,54.56,7.78,67.7,295.7,"[(0.3,9.6),(68.5,11.7),(68.5,45.1),(6.2,21.3),(42.7,11.8)...]"
WH_0611,63,44.47,47.74,45.41,52.79,7.34,70.1,261.0,"[(72.7,22.5),(34.4,11.1),(22.3,32.4),(80.5,6.1),(10.2,2.0)...]"
WH_0612,67,45.08,46.31,46.02,53.51,2.73,66.5,315.7,"[(52.6,17.0),(37.3,1.5),(57.7,14.0),(62.8,6.2),(51.8,21.4)...]"
WH_0613,50,42.84,45.17,43.74,50.85,5.42,64.5,250.6,"[(12.8,15.5),(94.8,9.1),(59.1,34.8),(79.8,46.3),(76.4,2.1)...]"
WH_0614,87,64.34,66.87,65.7,76.38,3.92,71.6,251.5,"[(95.6,44.4),(77.8,26.9),(80.5,44.9),(0.4,33.0),(97.8,4.0)...]"
WH_0615,65,55.3,56.57,56.46,65.64,2.28,69.2,233.4,"[(69.9,5.2),(11.8,3.5),(43.1,10.5),(84.7,41.7),(0.8,33.2)...]"
WH_0616,65,49.89,51.81,50.93,59.21,3.86,59.3,310.8,"[(36.5,28.1),(54.1,37.5),(80.5,0.9),(86.9,6.6),(51.2,15.1)...]"
WH_0617,72,51.39,53.58,52.47,61.0,4.26,46.4,326.7,"[(93.7,25.9),(15.8,24.4),(7.1,21.4),(12.2,35.9),(74.1,10.8)...]"
WH_0618,69,44.58,46.57,45.51,52.91,4.46,51.3,261.6,"[(94.6,25.4),(77.3,40.2),(75.9,3.1),(41.5,40.7),(64.1,48.5)...]"
WH_0619,66,49.32,51.92,50.36,58.54,5.27,66.6,330.7,"[(20.7,40.2),(36.6,46.6),(87.9,30.3),(4.8,25.2),(80.1,3.8)...]"
WH_0620,54,48.86,50.58,49.89,58.0,3.51,49.1,230.2,"[(53.6,22.2),(76.6,0.7),(15.0,0.1),(74.3,30.8),(0.5,16.3)...]"
WH_0621,69,49.86,52.67,50.91,59.19,5.63,69.0,222.8,"[(54.4,15.8),(36.5,16.0),(16.8,22.5),(79.8,13.7),(37.5,40.4)...]"
WH_0622,86,51.19,53.58,52.27,60.77,4.66,64.4,303.9,"[(98.7,3.2),(25.7,42.9),(77.5,23.3),(11.7,11.0),(22.0,14.9)...]"
WH_0623,80,49.64,53.47,50.69,58.93,7.71,66.4,275.2,"[(78.3,31.4),(56.5,48.4),(35.0,20.0),(27.4,10.8),(94.5,49.9)...]"
WH_0624,83,50.32,53.16,51.38,59.73,5.65,53.7,317.8,"[(25.9,18.5),(78.8,13.5),(94.4,40.6),(44.4,23.9),(13.7,14.7)...]"
WH_0625,57,47.98,49.53,48.99,56.95,3.23,70.8,297.3,"[(61.1,48.5),(70.6,47.6),(10.5,34.6),(15.8,7.9),(66.4,11.1)...]"
WH_0626,52,43.16,45.99,44.07,51.23,6.56,50.8,226.8,"[(43.3,0.1),(34.7,32.1),(20.2,24.2),(71.4,5.5),(63.6,4.4)...]"
WH_0627,62,56.31,57.85,57.5,66.85,2.72,56.4,255.0,"[(55.3,2.2),(98.9,19.3),(42.2,16.7),(55.2,40.7),(22.0,25.1)...]"
WH_0628,64,56.55,59.93,57.74,67.13,5.98,66.8,256.0,"[(68.5,11.6),(86.7,41.3),(40.1,13.1),(42.9,29.1),(39.8,46.7)...]"
WH_0629,77,60.72,61.94,62.0,72.08,2.0,47.1,314.9,"[(96.4,22.2),(37.8,6.6),(56.8,2.4),(56.4,23.9),(65.0,21.9)...]"
WH_0630,43,38.91,42.33,39.73,46.19,8.78,48.2,347.0,"[(7.5,13.0),(59.8,42.1),(91.8,36.4),(41.9,48.1),(77.0,19.8)...]"
WH_0631,82,59.04,62.45,60.28,70.08,5.77,49.6,320.3,"[(54.1,19.5),(27.2,3.9),(36.2,28.3),(86.6,48.0),(67.4,14.2)...]"
WH_0632,62,56.25,58.48,57.43,66.77,3.96,68.4,265.0,"[(81.7,0.9),(94.0,0.3),(46.3,9.3),(6.4,8.8),(67.8,0.0)...]"
WH_0633,58,43.53,45.71,44.44,51.67,5.0,60.9,316.5,"[(5.5,17.7),(18.3,42.8),(77.2,42.2),(28.6,30.2),(89.3,17.2)...]"
WH_0634,51,38.53,39.3,39.34,45.73,2.0,45.3,349.5,"[(2.4,23.7),(11.5,43.3),(15.8,20.6),(19.1,48.2),(3.0,31.6)...]"
